,date,tmax,tmin,prec,sun,humidity,wind,date2
11437,1994-04-25,28.775000000000002,18.266666666666666,0.075,18.381164833333333,74.79166666666667,1.6416666666666666,1994-04-25
11438,1994-04-26,30.075,18.291666666666668,0.09166666666666667,18.7859125,74.125,1.0625,1994-04-26
11439,1994-04-27,30.6,18.263636363636365,0.0,19.722904,72.97727272727273,0.9568181818181819,1994-04-27
11440,1994-04-28,30.400000000000002,18.650000000000002,0.14166666666666666,18.460624499999998,73.97916666666667,0.6416666583333334,1994-04-28
11441,1994-04-29,29.28,18.44,0.31,20.0360569,72.35,1.3175000000000001,1994-04-29
11442,1994-04-30,28.354545454545452,16.563636363636363,0.2545454545454545,17.77087490909091,74.56818181818181,1.4613636363636362,1994-04-30
11443,1994-05-01,28.49090909090909,15.672727272727274,0.0,19.88937409090909,71.86363636363636,1.5636363636363635,1994-05-01
11444,1994-05-02,28.263636363636362,15.145454545454545,0.0,19.26492127272727,71.36363636363636,1.222727290909091,1994-05-02
11445,1994-05-03,28.754545454545454,15.7,0.0,19.02202309090909,70.5,1.2909091000000001,1994-05-03
11446,1994-05-04,30.181818181818183,16.136363636363637,0.0,18.90661,67.52272727272727,0.8704545454545454,1994-05-04
11447,1994-05-05,30.05454545454546,16.036363636363635,0.0,19.112416090909093,66.95454545454545,0.5499999963636364,1994-05-05
11448,1994-05-06,29.3,16.22,0.95,18.8215349,69.675,0.9799999899999999,1994-05-06
11449,1994-05-07,29.645454545454548,16.70909090909091,2.272727272727273,18.302768,70.1590909090909,1.1909090727272726,1994-05-07
11450,1994-05-08,29.718181818181815,16.936363636363637,0.05454545454545454,18.092598636363636,66.8409090909091,1.0545454454545455,1994-05-08
11451,1994-05-09,30.44545454545454,17.472727272727273,0.0,17.775567090909092,67.06818181818181,0.8977272727272727,1994-05-09
11452,1994-05-10,29.636363636363637,17.11818181818182,0.05454545454545454,16.166596272727272,66.43181818181819,0.8568181863636363,1994-05-10
11453,1994-05-11,29.854545454545452,16.71818181818182,2.6636363636363636,17.29924181818182,65.31818181818181,1.2590909000000001,1994-05-11
11454,1994-05-12,27.96363636363636,16.954545454545453,1.0363636363636364,13.135172763636364,79.4090909090909,1.0545454545454545,1994-05-12
